,Country,Alcohol use,Drug use,Unsafe sex,Smoking,Low physical activity,Diet low in fruits,Diet low in vegetables,Diet high in sodium,Diet low in whole grains,Diet low in nuts and seeds
425,Egypt,6627.520105,1727.6020670000003,487.33900930000004,61324.12813,19312.58735,18511.32135,1341.2017150000001,14128.64578,41796.96563,35066.95805
426,Egypt,6764.065353,1790.1938120000002,510.0683773,62458.010989999995,19972.09533,18747.24548,1384.550552,14713.61505,43196.0923,36137.63925
427,Egypt,6756.927791,1830.1121719999999,499.83411839999997,62636.46762,20014.87874,18384.08145,1414.348488,14773.56328,43040.027819999996,36019.491480000004
428,Egypt,6840.871323,1888.2573690000002,503.4361437,63312.00687999999,20502.061859999998,18932.47939,1515.993225,15176.78402,43970.87048,36690.0464
429,Egypt,7043.965217,1986.6110420000002,512.8608251,65861.69312000001,21635.771240000002,19640.11827,1669.631183,16000.81861,46232.19746,38614.75544
430,Egypt,7174.890472,2076.26277,509.54517350000003,67580.4313,22293.660640000002,19955.03814,1787.439788,16523.79904,47485.35294,39601.03233
431,Egypt,7288.487477,2162.374596,508.58113499999996,69344.15356,23024.91232,20283.9093,1918.851763,17086.451119999998,48864.24778,40721.907810000004
432,El Salvador,2706.4205859999997,436.0721976,1024.516489,2015.181634,603.2463131,1060.3915,1018.916216,1041.702268,1532.3055689999999,1479.129832
433,El Salvador,2688.740867,447.4232881,992.0207539999999,2039.6660420000003,617.5138889,1075.5518470000002,1029.782951,1056.4765320000001,1573.354439,1512.884601
434,El Salvador,3108.689162,449.8694722,990.3676527000001,1981.1931370000002,599.6388286,1034.5653949999999,985.2025792000002,1017.928062,1525.843069,1460.89488
435,El Salvador,3146.3553239999997,468.2211766,1014.5473279999999,2034.606635,626.8825098,1071.482019,1019.161873,1047.593077,1594.796394,1521.4799970000001
436,El Salvador,3379.323593,497.24748789999995,1027.442687,2167.529538,671.4788965,1142.4041960000002,1089.187609,1112.814268,1712.914835,1630.4521029999999
437,El Salvador,3512.874599,509.8315006,1062.014851,2195.1651469999997,686.8128426,1158.336994,1109.247346,1121.662768,1748.253705,1663.8431679999999
438,El Salvador,2994.7670940000003,520.6420623,1068.117835,2211.56383,689.1596975,1159.030798,1111.945354,1133.9760939999999,1757.2983570000001,1671.873755
439,El Salvador,3024.851068,532.3189003,1047.1038740000001,2218.898836,696.7457473,1162.3414699999998,1121.3407300000001,1147.310195,1771.263,1685.74992
440,England,10805.94713,3467.0968009999997,1684.9206420000003,74575.64161,12355.72444,14879.8971,11292.67938,11037.18304,20150.74742,14210.21234
441,England,10989.75533,3431.92257,1615.8902269999999,72721.09092999999,11888.92557,14430.80953,10836.50725,10836.467990000001,19322.053930000002,13621.48493
442,England,11096.10729,3465.5897240000004,1596.880932,72055.52948,11791.39806,14321.362519999999,10676.41392,10931.44648,19026.73231,13395.499679999999
443,England,11702.98998,3699.7786119999996,1605.087327,72750.07467,11842.64696,14495.346090000001,10722.100770000001,11112.84822,19133.51556,13457.09745
444,England,12085.2751,3863.552407,1555.366162,71921.81127,11621.6036,14333.117080000002,10511.46605,11068.894970000001,18812.03498,13188.45592
445,England,12543.83228,4056.134396,1614.964604,72919.93188999999,11830.71522,14559.22555,10656.226209999999,11362.14654,19148.4453,13381.582409999999
446,England,13056.6528,4201.398347,1639.954369,73198.43206,11868.15555,14618.620680000002,10661.119920000001,11457.920540000001,19251.126940000002,13413.69785
447,England,13006.335159999999,4123.668474,1644.497908,73217.73969,12120.12768,14803.990269999998,10844.07573,11669.80965,19643.46847,13666.09129
448,Equatorial Guinea,339.3629883,39.88939316,1300.678141,139.5193218,33.41137679,31.69596897,47.6375343,69.97010545,91.34383168,46.75176212
449,Equatorial Guinea,340.1811606,42.49397273,1411.963827,140.2466756,34.07769086,29.87861802,46.73677894,71.89975868,92.04051962,46.05801728
450,Equatorial Guinea,348.8596048,45.18907138,1499.6690119999998,143.1962918,35.01962485,28.96640775,46.61872964,74.93317271,93.98895059,46.04793066
451,Equatorial Guinea,355.8617797,46.07121162,1492.717366,145.8378324,35.79463532,28.53720078,46.4998804,77.3419191,95.49914889,46.13674149
452,Equatorial Guinea,372.72709080000004,47.65808756,1475.1559109999998,150.5578528,36.82782099,29.26438762,47.19562487,79.94209653,98.24297568,47.3029372
453,Equatorial Guinea,383.32763289999997,50.32236044,1547.0674789999998,154.1170251,38.39165775,30.88952231,48.80118408,82.71991853,101.89765059999999,49.73783177
454,Equatorial Guinea,398.40457299999997,52.62530079999999,1576.700468,158.9201147,40.16889678,33.73178075,51.20131183,85.99503841,106.59256859999999,53.11776139
455,Equatorial Guinea,413.769402,53.09753876,1501.3838349999999,163.1812665,41.62140688,37.20682346,53.77331825,88.58452911,110.9028121,56.59801274
456,Eritrea,1648.032234,142.0635155,2745.433823,1446.295107,150.7386096,1010.932575,717.9646496,425.6097334,929.4238958999999,550.1963595
457,Eritrea,1646.414183,141.5900467,2520.502486,1436.545825,153.8538976,1021.415126,726.1285747000001,421.5873051,940.2663182,558.9240167
458,Eritrea,1644.896161,141.64447890000002,2322.3259239999998,1423.914851,156.8232104,1030.49195,733.2434158,419.607484,949.6413568,566.9340384999999
459,Eritrea,1643.157797,142.1717423,2153.4210780000003,1408.642318,159.97441640000002,1038.209901,739.8143659,417.6729313,958.0162298,575.0971642999999
460,Eritrea,1643.0350349999999,142.9738811,1986.8762559999998,1390.3638970000002,162.6951645,1045.147618,744.846328,415.3197943,964.7661326,581.0837318
461,Eritrea,1647.480571,145.0208031,1872.63565,1375.718428,168.3688674,1060.506273,758.1101385,419.57179519999994,980.8882635,596.0861758
462,Eritrea,1665.988112,148.2924641,1813.210852,1364.061555,171.8889025,1071.320145,766.5349246000001,428.03668,991.9880947999999,606.0851484
463,Eritrea,1704.772659,153.31403930000002,1766.1537,1358.120013,175.75956019999998,1087.396006,778.3547655,437.88217189999995,1007.600417,617.9417039
464,Estonia,1661.569389,223.082691,95.94303458,2320.195672,501.4232053,727.2986752999999,626.5186607999999,1163.279405,1077.398342,929.7624225999999
465,Estonia,1686.499218,238.6074762,102.1160804,2277.093527,484.09979069999997,695.8963189,591.0124993,1150.350993,1027.769256,895.1632811000001
466,Estonia,1713.7527929999999,244.95792609999998,96.93014513,2275.716083,474.075993,674.0889238,564.9571417000001,1150.017142,993.4855635,874.6753249
467,Estonia,1627.251885,228.7213921,97.50572317,2204.077406,463.85884189999996,644.870762,536.4767098,1134.620984,953.5623106,842.7202646
468,Estonia,1671.344697,226.70905609999997,92.60180629999999,2232.6782399999997,457.7329317,629.2477916,520.3236776000001,1129.978226,934.8621858999999,832.5986035
469,Estonia,1580.156058,219.15114069999996,87.70830137,2138.728596,447.0757671,602.2001651,497.0324579,1087.193691,900.744651,805.4345923
