,Country,Alcohol use,Drug use,Unsafe sex,Smoking,Low physical activity,Diet low in fruits,Diet low in vegetables,Diet high in sodium,Diet low in whole grains,Diet low in nuts and seeds
46,Antigua and Barbuda,15.84404864,4.216472411,11.22035438,37.28687042,14.80215332,8.397568536,15.12566751,12.70857774,31.43588845,20.27715065
47,Antigua and Barbuda,16.15932767,4.381435541,11.12911075,38.04276392,15.09500981,8.493671661,15.42507342,12.97269565,32.18534275,20.72595333
48,Argentina,5101.82125,3102.490255,4296.437384000001,53650.15085,5548.26261,7877.651051999999,9811.982781,11469.47847,16768.67605,12855.90423
49,Argentina,5241.74912,3206.169655,4281.997311,53850.253789999995,5621.943956,7701.199456,9827.615043000002,11415.22238,16833.704169999997,12992.94495
50,Argentina,5595.404404,3329.395524,4439.678051,53739.49891,5642.796805,7551.168076999999,9779.632332,11258.34137,16826.47205,12994.6937
51,Argentina,5881.511857,3417.8781590000003,4478.383189,53423.69508,5682.783838,7427.729386,9738.836401999999,11091.1954,16836.34939,12996.57187
52,Argentina,6104.679296,3464.322285,4489.002426,52257.66009,5630.4944270000005,7332.466618,9534.699536,10721.219720000001,16570.14195,12733.05959
53,Argentina,6375.971455,3546.494189,4548.764362,52173.11813,5698.593846,7353.703118,9560.178683,10559.746140000001,16717.08454,12781.79235
54,Argentina,6731.4088950000005,3672.283689,4556.638679,52349.81549,5837.583568999999,7536.3471230000005,9737.560496,10756.21859,17111.07734,13057.413770000001
55,Argentina,7181.262548999999,3771.8357549999996,4541.983696,51911.51827,5875.416649,7582.714881,9760.976076,10793.481890000001,17269.542390000002,13119.66602
56,Armenia,420.36755819999996,191.65754040000002,183.4493404,4912.075646,1063.815773,1584.5368939999998,39.22240755,1928.4256030000001,2944.9772550000002,2115.2819170000002
57,Armenia,392.4750075,199.22145690000002,181.1115249,4863.119819,1061.79386,1521.826844,30.97123824,1911.920199,2899.810492,2109.2753829999997
58,Armenia,345.59776600000004,208.7936585,186.3662032,4764.321228,1057.698328,1453.248861,25.85180323,1904.555301,2845.838186,2105.030682
59,Armenia,323.60313260000004,211.50178190000003,177.3579215,4660.3764439999995,1044.294865,1386.403416,22.81058329,1870.306176,2773.94185,2075.770503
60,Armenia,309.62416129999997,223.6870775,176.925029,4675.160952,1039.79458,1351.466312,21.72507902,1855.0985620000001,2739.931786,2061.971861
61,Armenia,306.1492452,233.0593373,178.3323039,4739.110479,1058.997018,1345.221283,21.84478769,1878.983581,2766.752934,2095.5633829999997
62,Armenia,296.7813858,238.09901150000002,173.122591,4790.107476,1082.039473,1346.065591,23.08185105,1915.2011519999999,2795.960176,2124.106553
63,Armenia,289.5887797,236.7314614,168.5686339,4871.943861,1109.601958,1364.241331,24.965831100000003,1961.5826769999999,2855.040263,2159.566343
64,Australia,6087.382622,2156.887262,515.0271315,19505.76892,4452.444148,4282.906112,3679.0876,2259.950248,6071.157335,4283.299539
65,Australia,6144.459995,2227.392471,539.456468,19518.23501,4486.018168,4298.394989,3687.2835590000004,2288.9893469999997,6088.562858,4245.155462
66,Australia,6187.309161,2272.373295,508.90172530000007,19205.412969999998,4381.071231,4208.392447,3590.6106170000003,2262.836486,5910.0520289999995,4092.710118
67,Australia,6401.938393,2389.541217,508.12768150000005,19257.005530000002,4348.461492,4196.482881,3566.5215810000004,2279.158811,5856.938309,4030.5892740000004
68,Australia,6702.222342,2570.46707,524.2532185,19800.0095,4475.109648,4320.3341390000005,3673.727289,2365.7469309999997,6025.094504,4123.429123
69,Australia,6930.161341,2710.5081809999997,531.1496842,20247.804790000002,4615.172552,4442.438143,3779.846166,2452.557118,6200.568247,4221.110356
70,Australia,6977.055509000001,2781.385402,540.9568232999999,20648.947509999998,4805.941393,4587.547732,3925.106551,2542.388161,6430.652617,4369.097859
71,Australia,7226.823767,2870.067681,552.1254892999999,21559.35178,5019.1106979999995,4797.861063,4099.6511009999995,2649.750866,6718.511647,4546.0092460000005
72,Austria,4817.297993,650.4506307999999,296.6550804,11149.88089,2542.2326780000003,1784.820661,2453.2029079999998,2884.449126,3741.2105060000004,3094.029301
73,Austria,4748.100662,645.7909162999999,300.0593579,11140.708120000001,2536.33008,1766.0664579999998,2421.110198,2949.861111,3719.478248,3068.693236
74,Austria,4750.657472,638.9560651,292.50394900000003,11199.15184,2523.3820809999997,1755.1078579999999,2387.072761,3006.729266,3698.2925200000004,3042.2071339999998
75,Austria,4782.087886,635.976182,295.68836749999997,11282.08356,2492.296945,1739.513128,2342.386364,3027.99422,3664.083907,3002.095716
76,Austria,4764.505915,631.7503614,291.3310764,11329.28581,2479.275282,1735.3625739999998,2313.120011,3052.063118,3649.2680159999995,2976.53092
77,Austria,4807.123114,636.7963071,288.3211655,11471.195440000001,2516.5970190000003,1753.212939,2335.477837,3113.1690550000003,3712.039237,3019.009497
78,Austria,4742.100784,630.700862,276.0070144,11394.93409,2492.488391,1726.84493,2298.821068,3103.691703,3674.36031,2981.366054
79,Austria,4745.345794,649.901935,280.23772180000003,11502.305240000002,2534.818448,1741.1026559999998,2327.424583,3139.779789,3733.262504,3014.395195
80,Azerbaijan,4200.995935,569.1156543,283.8648999,9833.018873,2317.597157,4790.309121,1052.817789,5400.591683,8140.807091,5011.14152
81,Azerbaijan,4174.795403,578.5904451,281.3145556,10147.66512,2399.725797,4783.045373,927.2170072,5545.383025,8306.457501,5076.206588
82,Azerbaijan,4135.419126,587.8638258999999,278.1140323,10404.66255,2439.952754,4760.702681000001,840.1302207999998,5632.12378,8398.807603,5092.156172999999
83,Azerbaijan,4105.360965999999,605.0199541000001,270.2565565,10722.24907,2460.739366,4707.20117,780.3625496000001,5664.813046,8412.658801000001,5077.7552049999995
84,Azerbaijan,4040.28902,620.1133891,269.71448399999997,10941.21698,2504.502535,4681.213081,767.2584929,5735.193595000001,8507.457542,5114.873964
85,Azerbaijan,3986.8058140000003,638.8605093,274.1456251,11211.15516,2548.87985,4711.156082,772.2885306,5807.802686999999,8639.565844,5181.25371
86,Azerbaijan,3968.7677299999996,668.4455028,278.2016568,11663.08379,2626.215087,4796.4718,809.3445722,5988.609965,8842.384978,5302.280925
87,Azerbaijan,3979.6792270000005,697.3706747,283.5765146,12216.65581,2722.001912,4915.974059,860.9892392999999,6200.943293,9117.023753,5461.284666
88,Bahamas,129.9467382,15.7653307,111.77534440000001,133.5731798,45.11095711,6.1524640889999995,44.79844319,52.36000615,118.8583551,68.3309431
89,Bahamas,132.64861470000002,16.21765829,111.3709439,136.5834591,46.5428607,6.622411267,46.74475475,52.26728031,122.19117949999999,70.53224479
90,Bahamas,135.8479841,16.59826147,112.9779879,138.408053,46.84407603,7.0157895439999995,47.5410689,50.85421106,123.19305320000001,70.89459988
91,Bahamas,138.1671885,17.1149272,111.9557881,140.5409123,48.02630986,7.524733306,48.91541432,50.03528637,125.71233240000001,72.67360804
92,Bahamas,141.3640474,18.04386603,115.26736770000001,145.639717,49.66088451,8.04221558,51.0110329,49.78828447,130.40480929999998,75.38685596
93,Bahamas,147.1937002,18.89762152,115.53541740000001,150.833224,52.02959228,8.998768992999999,53.61332346,49.84139408,135.9265747,78.88176889
94,Bahamas,147.9911721,19.71888688,115.2011848,154.74168740000002,53.65078804,9.870014656,55.44036728,51.263010200000004,139.9393985,81.30992057
95,Bahamas,151.32208390000002,20.41170793,114.8547175,158.5935302,55.31936761,10.6894431,57.16947779,52.72114429,143.9464332,83.82374191
96,Bahrain,52.03696389,46.49553968,11.61642497,226.1168739,76.17215847,63.91716049,16.44704088,67.99286035,222.84538230000004,101.17613370000001
97,Bahrain,51.24000919,46.97305325,11.83270331,233.86555669999998,79.53823725,66.83651311,17.15189143,71.04311483,235.2011153,105.37892099999999
98,Bahrain,50.78179062,47.51283188,11.92493166,241.7854384,82.67852952,69.22428401,17.61049989,73.46569149,247.11892740000002,108.919178
99,Bahrain,50.4506501,48.36669233,12.05000027,250.52744769999998,85.78367132,71.55736255,17.92423227,75.7814002,259.41219440000003,112.32198980000001
100,Bahrain,50.26435074,49.65171528,12.23472629,263.11727859999996,90.10621089,74.8152822,18.46668405,79.16095557,273.67622620000003,117.0622848
101,Bahrain,51.80366729,51.93753448,12.38253407,283.7807585,96.74023222,78.80011135,19.62907094,85.24193888,291.6031383,124.4613544
102,Bahrain,53.69010723,54.00898546,12.64016915,305.7408012,103.1803742,82.90354391,20.58748891,91.65991873,310.32755560000004,131.4823538
103,Bahrain,55.61264469,55.95727629,12.88039458,329.056011,110.6722578,87.02024597,21.69465014,98.49738701,330.5727327,139.0637394
104,Bangladesh,9088.832548999999,4200.931063,3898.118054,79768.37821,16357.80525,65471.49902,44769.45602,37001.7036,38187.60641,30599.476769999997
105,Bangladesh,8919.817287,4145.665172999999,3936.897173,78283.32738999999,16249.413999999999,64618.94323,44294.35903,37163.14095,37788.532830000004,30636.79477
106,Bangladesh,8877.39543,4121.954925999999,4005.3201759999997,77123.32556,16212.360509999999,64143.103070000005,44068.97917,37577.33904,37594.284230000005,30949.109289999997
107,Bangladesh,8964.42609,4181.292199,4048.960789,78401.55847,16487.32897,64247.1034,44112.08253,38297.20392,37684.33601,31439.233689999997
108,Bangladesh,9123.879305,4303.522151,4114.626833,82319.28636,17065.66001,65133.85022000001,44698.74219,39337.82337,38174.146239999995,32554.51904
109,Bangladesh,9056.093828000001,4378.155088,4184.806456,83932.98922999999,17459.47824,65795.71445,45180.97079,40324.0536,38566.14452,33353.40442
110,Bangladesh,9415.377736,4543.372675,4254.913936,86299.86699,18105.71265,67423.21738999999,46269.77856,42009.37103,39386.78708,34271.7513
111,Bangladesh,9910.434481999999,4804.267470000001,4362.279375,90795.05525,19020.90264,69563.25972,47723.77496,44010.6852,40390.53996,35582.395339999995
112,Barbados,89.38269727,11.81859077,49.74137842,147.202629,61.38341854,60.87351262,56.71115697,58.42687496,124.5223847,75.79081036
113,Barbados,91.72839161,12.08993131,49.88608207,148.5491562,63.125483200000005,62.26390989,58.20632057,57.89797933,127.5164271,76.94255068
114,Barbados,93.86775367,12.25364372,47.8006521,149.0173303,63.90071682,62.81163515,59.04594017,56.4519625,128.0904277,77.16297093
115,Barbados,96.79829939,12.55561608,48.229606,152.06471100000002,66.09264245,64.97785121,61.34985865,55.99487479,132.1518723,79.54365553
116,Barbados,100.08854040000001,13.14375034,49.71629435,156.280956,69.31663197,67.82822635,64.36874433,55.40782118,138.45694790000002,83.29215161
117,Barbados,104.2428163,13.73584608,49.76262289,160.5095689,71.65196558,70.18317856,66.62771802,54.31525704,142.6778519,85.99788407
118,Barbados,107.9491462,14.27068821,49.66611241,163.8347571,73.57941999,72.18358064,68.52229247,55.72969859,146.3153188,88.21104753
119,Barbados,111.87924129999999,14.8038094,49.66518169,167.9684343,75.72512889,74.34251328,70.58959179,57.34094991,150.34087580000002,90.79330068
120,Belarus,17205.531580000003,1560.151172,813.318759,26477.24189,6490.220963000001,10322.27702,5546.683421,9655.882370000001,17036.57595,12497.56461
121,Belarus,17678.956980000003,1578.930919,857.9579964,26640.38092,6617.532089,10220.34192,5306.122603,9755.921789,17241.65223,12660.89299
122,Belarus,15647.4688,1411.244259,756.4191677,23517.9815,6142.136759,8985.671349,4592.933565,8901.548347,15488.226019999998,11432.8196
123,Belarus,15404.9932,1369.715477,742.8772797,22906.601169999998,6220.342946,8779.750945,4427.545057,8861.310633,15414.65575,11434.110920000001
124,Belarus,15125.907769999998,1335.268275,727.6113109,22342.53231,6132.036236999999,8573.055728,4193.428752000001,8642.963382,15081.42714,11185.76237
125,Belarus,14619.52225,1293.954025,675.355413,21555.91257,5968.877921,8191.328886,3966.379186,8308.438188,14493.07841,10730.8129
126,Belarus,14440.78239,1284.711918,667.4574779,21263.74115,6025.58632,8134.150029,3942.8833299999997,8377.605442,14462.0991,10695.07064
127,Belarus,14624.50635,1297.0110140000002,662.6692455,21496.83134,6083.660368,8180.10495,3951.2455119999995,8483.545559,14580.6757,10748.02168
128,Belgium,5690.378559000001,634.919076,428.39950980000003,22279.18188,2720.306298,3459.635157,1935.2574140000002,2339.504588,4205.828259000001,2840.578775
129,Belgium,5819.631543,660.0139352000001,426.9349366,22184.78653,2728.1767059999997,3451.7610299999997,1920.3733829999999,2362.625138,4211.806109,2832.050889
130,Belgium,5954.577142,685.4413782,414.4413718,22231.18585,2750.097005,3462.3542909999996,1915.53423,2401.4896350000004,4233.157795,2839.662467
131,Belgium,5944.204739,700.8737135,420.8481603,21815.596840000002,2737.786905,3420.2186469999997,1891.113748,2395.07317,4204.254094,2809.47478
132,Belgium,5848.100628,709.8461022999999,382.35852989999995,20961.225430000002,2634.074516,3289.199188,1806.3872780000002,2317.240515,4040.0830560000004,2694.565095
133,Belgium,5908.046179999999,732.6994061,391.6350023,20938.66209,2704.857837,3327.6753329999997,1844.1302420000002,2365.7029820000002,4140.712114,2756.704267
134,Belgium,5786.836671,738.6732632999999,375.4936257,20327.483819999998,2681.805993,3267.508109,1819.3095239999998,2354.207437,4100.705637,2727.073953
135,Belgium,5763.979698,755.4198336000001,367.74312319999996,20077.501940000002,2715.252736,3276.171452,1834.0813899999998,2389.578345,4151.17358,2755.940184
136,Belize,123.85275209999999,11.94669685,74.80211459,98.2450507,27.76393951,36.8444175,37.63956459,21.91275226,70.41976714,48.47438921
137,Belize,130.8749785,12.71357674,73.51455659,99.77012207,28.05723444,37.58009918,38.07833748,21.76211181,71.68257877,48.9550599
138,Belize,137.3046312,13.36387789,73.30270536,102.0663427,28.21417469,38.30368785,38.43322771,21.52905304,72.72692237,49.2173364
139,Belize,144.0367985,14.18752455,75.31609123,106.2612781,29.01675241,39.53896885,39.36258674,21.54984984,74.8963406,50.35625593
140,Belize,150.9283909,15.30771687,84.68598346,111.40410690000002,30.18386923,41.08656825,40.83679365,21.74294593,77.83276603,52.05721271
141,Belize,159.87399169999998,16.49488994,89.69727986,117.69893020000002,31.49696645,42.82976203,42.59412836,21.78573824,81.33694908,54.33105176
142,Belize,168.36506409999998,17.5942431,82.90005808,122.8769447,32.63068807,44.92506963,44.47747291,22.59774001,85.12012602,56.76863254
143,Belize,174.4261441,18.54714864,83.36876211,127.3457057,33.98123411,46.81221983,46.33712974,23.56463466,88.79640812,59.15982123
144,Benin,1116.8632619999998,220.96199330000002,2395.9959719999997,1815.201316,354.65225539999994,1400.696083,943.2784111,538.3130211,1288.566966,733.016778
145,Benin,1145.7848789999998,221.1458633,2153.087003,1854.6644410000001,366.6597025,1445.255466,982.4858021,555.1913859,1331.107365,756.3867351
